"function evaluation" "noise-free fitness - Fopt (7.948000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
3 +2.233501179e+02 +2.233501179e+02 +4.438801179e+02 +4.438801179e+02 +1.8645e+00 -2.9181e+00 -1.1681e+00 -3.1186e+00 -3.8704e+00 +3.6374e+00 -5.6768e-01 +1.9986e+00 -6.5124e-01 -2.9999e+00 -2.5292e+00 -1.3618e+00 -1.5032e+00 +1.2109e+00 -3.2385e+00 -2.3297e-01 +3.2160e+00 +3.2917e+00 +4.5203e-01 -1.6000e+00
11 +1.370194968e+02 +1.370194968e+02 +3.575494968e+02 +3.575494968e+02 +1.3138e+00 -1.1816e+00 -1.1386e+00 -1.0272e+00 +3.7144e+00 +1.2033e+00 -8.6572e-01 +7.4740e-01 -5.2289e-01 +3.8391e+00 -3.7834e+00 +1.1311e+00 +2.1231e+00 -1.7679e+00 -3.7979e-01 -3.5420e+00 +3.8628e+00 -5.7417e-01 +3.5969e-02 +3.7849e+00
118 +9.874514869e+01 +9.874514869e+01 +3.192751487e+02 +3.192751487e+02 +3.6741e+00 -3.5351e+00 +1.1939e+00 -7.6977e-02 +2.1436e+00 +2.1396e+00 -3.8134e+00 -1.7434e+00 +6.9166e-01 -2.0458e+00 -8.4137e-01 +1.8251e+00 -2.5275e+00 +2.9109e+00 -7.2844e-01 -2.0077e+00 +1.4506e+00 +1.2969e+00 -5.2652e-01 +1.2255e+00
687 +5.652127432e+01 +5.652127432e+01 +2.770512743e+02 +2.770512743e+02 +1.2877e+00 -3.7664e+00 -2.0298e+00 +2.0290e+00 +3.2510e+00 -1.2672e+00 -3.2032e+00 +3.1503e+00 +3.8714e+00 +1.3351e+00 -1.2735e+00 +1.4464e+00 -3.8030e+00 +3.7971e+00 -3.9018e+00 -3.0464e+00 -3.5158e-01 +1.5017e+00 -2.3248e+00 +1.8763e+00
"function evaluation" "noise-free fitness - Fopt (4.212900000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.491524566e+02 +1.491524566e+02 +5.704424566e+02 +5.704424566e+02 -2.3973e+00 +1.8450e+00 +9.0888e-01 -2.1079e+00 -1.0849e-02 +3.5360e+00 +3.7727e+00 +1.5586e+00 -1.1003e+00 +2.4947e+00 +3.0726e+00 -2.9719e+00 +3.3561e+00 -3.3344e+00 -3.5351e+00 +1.5041e+00 -3.8175e-01 -2.0551e+00 +3.4928e+00 +7.1890e-01
45 +9.179730407e+01 +9.179730407e+01 +5.130873041e+02 +5.130873041e+02 -1.8365e+00 +1.6503e+00 -1.0051e+00 -8.9893e-01 -3.5878e+00 +2.8720e+00 -2.2331e+00 +2.2828e-01 +1.9889e+00 -3.5671e+00 -2.4598e+00 -1.4633e+00 +1.4780e+00 -3.0801e+00 +2.1352e+00 -1.4299e+00 -3.4001e+00 +1.4508e+00 +1.7849e+00 -1.3079e+00
"function evaluation" "noise-free fitness - Fopt (-7.900000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.494446787e+02 +2.494446787e+02 +1.704446787e+02 +1.704446787e+02 -6.5473e-01 -2.1159e+00 +5.1379e-01 -3.0171e+00 -9.2416e-01 -1.8596e+00 +7.6874e-01 -5.6642e-01 -1.8062e+00 -2.6675e+00 +1.3553e+00 -1.8378e+00 -2.6325e+00 +3.2863e+00 +3.7137e+00 +3.4437e+00 -3.9621e+00 -3.9361e+00 -5.0881e-01 +2.6722e+00
6 +1.097383757e+02 +1.097383757e+02 +3.073837566e+01 +3.073837566e+01 -7.1296e-01 +7.9821e-01 +1.2437e+00 +1.9501e+00 +2.5097e+00 -2.3917e+00 -1.0517e-01 -3.3264e-01 -2.3700e+00 +2.4681e+00 -1.3951e+00 -2.2738e+00 -1.6050e+00 -2.6776e+00 -1.9610e+00 -1.7454e+00 +4.5921e-01 +1.3592e+00 +1.2173e+00 +3.5466e+00
